location,name
"160 Tân Hòa Đông, P. 14, Q. 6, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"72 Tân Mỹ, P. Tân Phú, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"489 Huỳnh Tấn Phát, P. Tân Thuận Đông, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"489 Huỳnh Tấn Phát, P. Tân Thuận Đông, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"169 Phạm Hữu Lầu, P. Phú Mỹ, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"224A Lê Văn Lương, P. Tân Hưng, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"224A Lê Văn Lương, P. Tân Hưng, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"224A Lê Văn Lương, P. Tân Hưng, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"201 Lâm Văn Bền, P. Bình Thuận, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"60 Nguyễn Đức Cảnh, P. Tân Phong, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"162-164 Âu Dương Lân, P. 3, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"114 Nguyễn Thị Tần, P. 2, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"114 Nguyễn Thị Tần, P. 2, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"516-518-520 Dương Bá Trạc, P. 1, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"193 Bùi Minh Trực, P. 5, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"61A Dã Tượng, P. 9, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"61A Dã Tượng, P. 9, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"01 Đường Số 3052 Phạm Thế Hiển, P. 7, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1008 Huỳnh Tấn Phát, P. Tân Phú, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"2 Đường C, P. Tân Phú, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"621-623 Trần Xuân Soạn, P. Tân Hưng, Q. 7, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"01 Đường Số 3052 Phạm Thế Hiển, P. 7, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"01 Đường Số 3052 Phạm Thế Hiển, P. 7, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1313 Phạm Thế Hiển, P. 5, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 03 Lô 20 Phạm Thế Hiển, P. 4, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"75 Lương Ngọc Quyến, P. 13, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"01 Võ Trứ, P. 9, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"44 Mai Hắc Đế, P. 15, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1002 Tạ Quang Bửu, P. 6, Q. 8, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"7 Lê Đại Hành, P. 15, Q. 11, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"7 Lê Đại Hành, P. 15, Q. 11, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"176 Ông Ích Khiêm, P. 5, Q. 11, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"313A Hàn Hải Nguyên, P. 2, Q. 11, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"313A Hàn Hải Nguyên, P. 2, Q. 11, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"165-167 Lạc Long Quân, P. 3, Q. 11, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"207 Đường 3/2, P. 11, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"207 Đường 3/2, P. 11, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"91 Thành Thái, P. 14, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"393 Nguyễn Văn Quá, P. Đông Hưng Thuận, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"966 Hà Huy Giáp, P. Thạnh Lộc, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"84/5 Nguyễn Văn Quá, P. Đông Hưng Thuận, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"506 – 506A Hà Huy Giáp, P. Thạnh Lộc, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"45/4 Nguyễn Ảnh Thủ, P. Hiệp Thành, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"115 Đông Bắc, P. Tân Chánh Hiệp, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"40 Trần Thị Cờ, P. Thới An, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Phòng khám Nhi đồng số 18 Bình Tân
"
 
",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"329A An Dương Vương, P. An Lạc, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1656-1658 Tỉnh Lộ 10, P. Tân Tạo, Q. Bình Tân, TP.Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1527 Nguyễn Cửu Phú, X. Tân Kiên, H. Bình Chánh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"D18/24 Võ Văn Vân, X. Vĩnh Lộc B, H. Bình Chánh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"171 Đinh Đức Thiện, X. Bình Chánh, H. Bình Chánh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"237A Phan Văn Trị, P. 11, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"68 Huỳnh Đình Hai, P. 14, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"130 Nguyễn Văn Thương, P. 25, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"103 Bình Quới, P. 27, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"315 Lê Quang Định, P. 7, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"29-31 Phan Đăng Lưu, P. 3, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"304 Bùi Đình Túy, P. 12, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"355 Bình Quới, P. 28, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"91 Thành Thái, P. 14, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"70 Cửu Long, P. 15, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"236 Ngô Quyền, P. 8, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"437 Bà Hạt, P. 8, Q. 10, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"168 Lê Văn Khương, P. Thới An, Q. 12, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"91 Đường Số 01, P. Bình Trị Đông B, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"366 Tỉnh Lộ 10, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"363 Nguyễn Thị Tú, P. Bình Hưng Hòa B, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"416 Tân Hòa Đông, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"77 Phạm Đăng Giảng, P. Bình Hưng Hòa, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"701 Lê Trọng Tấn, P. Bình Hưng Hòa, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"16 Trần Đại Nghĩa, P. Tân Tạo A, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"355 Kinh Dương Vương, P. An Lạc, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"216 Gò Xoài, P. Bình Hưng Hòa A, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"574/77 Sinco, P. Bình Trị Đông B, Q. Bình Tân, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"469 Quốc Lộ 50, X. Bình Hưng, H. Bình Chánh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"356 Xô Viết Nghệ Tĩnh, P. 25, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"152 Hoàng Hoa Thám, P. 7, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"152 Hoàng Hoa Thám, P. 7, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"277 Bạch Đằng, P. 15, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"166 Đinh Bộ Lĩnh, P. 26, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"118 Ngô Tất Tố, P. 22, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"159 Nguyễn Xí, P. 26, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"126 Đào Cử, TT. Cần Thạnh, H. Cần Giờ, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"số 422 Trần Quang Đạo, P. Bình Khánh, Q. Cần Giờ, TP. Hồ Chí Minh 
SĐT: 0903695903",Phòng Khám Bác sĩ Huỳnh Thị Vân
"
 
",Nhà thuốc Long Châu
"24/2 Nguyễn Văn Ni, TT. Củ Chi, H. Củ Chi, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"149 Tỉnh Lộ 15, X. Phú Hòa Đông, H. Củ Chi, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"658B Tỉnh Lộ 15, X. Tân Thạnh Đông, H. Củ Chi, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"94-96 Nguyễn Văn Nghi, P. 5, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"94-96 Nguyễn Văn Nghi, P. 5, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"404 Nguyễn Oanh, P. 6, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"2/6 Trưng Nữ Vương, TT. Hóc Môn, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"2/6 Trưng Nữ Vương, TT. Hóc Môn, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"37/3 Phan Văn Hớn, X. Bà Điểm, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"12C Phạm Viết Chánh, P. 19, Q. Bình Thạnh, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"105 Lê Văn Thọ, P. 8, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"771 Nguyễn Kiệm, P. 3, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"351 Phạm Văn Chiêu, P. 14, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"803 Thống Nhất, P. 13, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"294 Thống Nhất, P. 16, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"804 Nguyễn Kiệm, P. 3, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"504 Nguyễn Thái Sơn, P. 5, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"504 Nguyễn Thái Sơn, P. 5, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"309 Phan Huy Ích, P. 14, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"363 Lê Đức Thọ, P. 17, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"37/3 Phan Văn Hớn, X. Bà Điểm, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"19/1 Lê Lợi, TT. Hóc Môn, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"119/7 Nguyễn Ảnh Thủ, X. Trung Chánh, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"2/3 Lê Thị Hà, Ấp Đình, X. Tân Xuân, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"69B Đặng Thúc Vịnh, X. Đông Thạnh, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"65 Phan Văn Hớn, X. Xuân Thới Thượng, H. Hóc Môn, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"24/10 Huỳnh Tấn Phát, TT. Nhà Bè, H. Nhà Bè, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"113 Lê Văn Lương, X. Phước Kiển, H. Nhà Bè, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"159-161 Nguyễn Bình, X. Phú Xuân, H. Nhà Bè, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"107 Lê Văn Lương, X. Phước Kiển, H. Nhà Bè, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"2044 Lê Văn Lương, X. Nhơn Đức, H. Nhà Bè, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"368-93C Phan Xích Long, P. 2, Q. Phú Nhuận, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"9 Thích Quảng Đức, P. 3, Q. Phú Nhuận, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1008 – 1010 Âu Cơ, P. 14, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"112-114 Trường Chinh, P. 12, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"112-114 Trường Chinh, P. 12, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"112-114 Trường Chinh, P. 12, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"228 Lê Văn Sỹ, P. 1, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"97 Thống Nhất, P. 11, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"439 Nguyễn Văn Khối, P. 8, Q. Gò Vấp, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"85 Phạm Văn Hai, P. 3, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"797 Cách Mạng Tháng Tám, P. 6, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"47 Hoàng Hoa Thám, P. 13, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"250 Bàu Cát, P. 11, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"730 Lạc Long Quân, P. 9, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"62 Đồng Đen, P. 14, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"233 Tân Hương, P. Tân Quý, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"233 Tân Hương, P. Tân Quý, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"338 Phú Thọ Hòa, P. Phú Thọ Hòa, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"148 Kênh Tân Hóa, P. Phú Trung, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"69 Cây Keo, P. Hiệp Tân, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"408 Lê Trọng Tấn, P. Tây Thạnh, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"264 Nguyễn Sơn, P. Phú Thọ Hòa, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"106-108 Tô Ngọc Vân, P. Linh Tây, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"106-108 Tô Ngọc Vân, P. Linh Tây, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"28 Phú Châu, P. Tam Phú, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"28 Phú Châu, P. Tam Phú, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1 Dương Đình Hội, P. Phước Long B, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"361 Tô Ngọc Vân, P. Linh Đông, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"125 Lê Văn Chí, P. Linh Trung, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"62 Cống Lỡ, P. 15, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"52 Nguyễn Sỹ Sách, P. 15, Q. Tân Bình , TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"16 Thân Nhân Trung, P. 13, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"561 Lý Thường Kiệt, P. 8, Q. Tân Bình, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"372 Lũy Bán Bích, P.Hòa Thành, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"47 Đường S7, P. Tây Thạnh, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"61 Trương Vĩnh Ký, P. Tân Thành, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"341 Khuông Việt, P. Phú Trung, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"253-255 Vườn Lài, P. Phú Thọ Hòa, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"332 Bình Long, P. Phú Thọ Hòa, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"198 Tô Hiệu, P. Hiệp Tân, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"134 Trịnh Đình Trọng, P. Phú Trung, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1035 Lũy Bán Bích, P. Tân Thành, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"225 Thoại Ngọc Hầu, P. Phú Thạnh, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"279 Tân Kỳ Tân Quý, P. Tân Sơn Nhì, Q. Tân Phú, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"241 Quốc lộ 1K, phường Linh Xuân, Tp. Thủ Đức, Tp. Hồ Chí Minh. 
SĐT: 18006928",Nhà thuốc Long Châu
"1D-1E đường số 6, P. Phước Bình, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"73 Lê Văn Việt, P. Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1026-1026A Tỉnh Lộ 43, P. Bình Chiểu, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"34 Hiệp Bình, P. Hiệp Bình Chánh, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"119 Hoàng Diệu 2, P. Linh Trung, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1244 Kha Vạn Cân, P. Linh Trung, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"63 Lã Xuân Oai, P. Tăng Nhơn Phú A, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"136 Đặng Văn Bi, P. Bình Thọ, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"50 Tây Hòa, P. Phước Long A, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"465C Kha Vạn Cân, P.Linh Đông, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"275 Lê Văn Việt, P. Hiệp Phú, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"326 Nguyễn Thị Minh Khai, P. Nguyễn Thị Minh Khai, TP. Bắc Kạn, Tỉnh Bắc Kạn 
SĐT: 18006928",Nhà thuốc Long Châu
"101 Hoàng Trường Minh, P. Sông Cầu, TP. Bắc Kạn, Tỉnh Bắc Kạn 
SĐT: 18006928",Nhà thuốc Long Châu
"Số 110 Đào Sư Tích, phường Hoàng Văn Thụ, TP Bắc Giang, Bắc Giang 
SĐT: 0986226801",Nhà thuốc An Thuyên
"Số 1302 đường Hoàng Hoa thám, xã Song Mai, TP Bắc Giang 
SĐT: 0988216023",Quầy thuốc 258 Ngọc Đông Minh Huệ
"120B Linh Đông, P. Linh Đông, TP.Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"59 Nguyễn Duy Trinh, P. Bình Trưng Tây, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"26 Đường số 3, P. Hiệp Bình Chánh, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"112 Gò Dưa, P. Tam Bình, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"1286 Nguyễn Duy Trinh, P. Long Trường, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"197 Hoàng Hữu Nam, P. Tân Phú, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
"104 Lý Thái Tổ, P. Trần Phú, TP. Bắc Giang, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"267-269 Xương Giang, P. Xương Giang, TP. Bắc Giang, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"206 Nguyễn Văn Cừ, P. Lê Lợi, TP. Bắc Giang, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"300 Lê Lợi, P. Hoàng Văn Thụ, TP. Bắc Giang, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"164-166 Trần Nguyên Hãn, P. Trần Nguyên Hãn, TP. Bắc Giang, Tỉnh Bắc Giang 
SĐT: 18006928",Nhà thuốc Long Châu
"số 242 Trần Hưng Đạo , phường Tiền An, thành phố Bắc Ninh 
SĐT: 0858508668",Nhà Thuốc Hà Bắc
"17 – 19 Trần Lựu, P. Thị Cầu, TP. Bắc Ninh, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"246-248 Trần Hưng Đạo, P. Tiền An, TP. Bắc Ninh, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"246-248 Trần Hưng Đạo, P. Tiền An, TP. Bắc Ninh, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"57 Trần Hưng Đạo, P. Tiền An, TP. Bắc Ninh, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"36 Nguyễn Du, P. Ninh Xá, TP. Bắc Ninh, Tỉnh Bắc Ninh 
SĐT: 18006928",Nhà thuốc Long Châu
"
 
",Nhà thuốc Long Châu
"122 Đường số 11, KP. 5, P. Linh Xuân, TP. Thủ Đức, TP. Hồ Chí Minh 
SĐT: 18006928",Nhà thuốc Long Châu
