address,country,facebook,instagram,name,phone,pinterest,twitter,web
"Silver Palm Spa & Resort, Bofa Road, Kilifi North, Kilifi, Kenya","Kilifi, Kenya",https://www.facebook.com/silverpalmspaandresort/,https://www.instagram.com/silverpalmspaandresort/,Barizi Spa,+254 715491560,,,http://www.silverpalmkilifi.co.ke/barizi-spa/
"Shop 107, 33 Village Circuit Gregory Hills, New South Wales, Australia","New South Wales, Australia",,,Beauty Base Boutique Medispa,+61 289991480,,,https://thebeautybase.com.au/boutique-medispa/
"Igdir Mah. Igdir Sok. Icmeler Mevkii NO:585/A Akdeniz/Mersin, Türkiye, Turkey","Mersin, Turkey",https://www.facebook.com/bnhotels,https://www.instagram.com/bnhotels/,"Beauty & Nature SPA, BN Hotel Thermal & Wellness",+90 3244225242 ,,https://twitter.com/BnHotel,https://bnhotels.com.tr/en/
"Bodurasgefaanu Magu, K. Atoll Malé Maldives","Dhaalu Atoll, Maldives",https://www.facebook.com/baglionimaldives/,https://www.instagram.com/baglioniresortmaldives/,"Baglioni Spa, Maldives",+960 4000600,,,https://www.baglionihotels.com/baglioni-resort-maldives/baglioni-spa/
"Dobrograd Hotel, Gorozhenovo, Vladimir Oblast, Russia","Gorozhenovo, Russia",https://www.facebook.com/GorodDobrograd/,https://www.instagram.com/goroddobrograd/,Dobrograd,+7 4923294864,,,https://dobrograd-hotel.ru/wellness-spa/
"Azur Real Hotel Boutique & Spa, San Jerónimo 243/257, Córdoba, Argentina ","Cordoba, Argentina",https://www.facebook.com/AzurRealHotelBoutique,https://www.instagram.com/azurhotel,Baños de Azur,+54 3514247133,,,https://azurrealhotel.com/portal/es-es/2227/Home
"Dollenberg Schwarzwald Resort, Dollenberg 3, Bad Peterstal-Griesbach, Germany","Bad Peterstal-Greisbach, Germany",https://www.facebook.com/HotelDollenberg/,https://www.instagram.com/hotel_dollenberg/,DOLLINA Spa & Health,+49 780678143,,,http://www.dollenberg.de/spa/
"Mudhdhoo Island, Baa Atoll, Republic of Maldives","Baa Atoll, Maldives",,,Devarana Wellness at Dusit Thani Maldives,+960 6608888,,,https://www.dusit.com/dusitthani-maldives/devarana-wellness/
"Olympia Golden Beach Resort & Spa, Kastro Kyllini Beach, Kastro, Greece","Kastro, Greece",https://www.facebook.com/OlympiaGoldenBeach,https://www.instagram.com/olympiagoldenbeach/?hl=en,Dream Spa at Olympia Golden Beach Resort & Spa,+30 2623095999,,,http://www.ogb.gr/
"Heulentakstraat 12, Dilsen, Belgium","Dilsen, Belgium",https://www.facebook.com/craithlabHQ,https://www.instagram.com/craithlab_official/,Craith Lab,+32 89590028,,,https://www.craithlab.com/
"Dubai, United Arab Emirates ","Dubai, United Arab Emirates",https://www.facebook.com/Dreamworks-Spa-103150947904502,https://www.instagram.com/dreamworksspa/,Dreamworks Spa,800-MASSAGE (6277243),,,https://www.dreamworks.ae/
"Crowne Plaza Jordan - Dead Sea Resort & Spa, Dead Sea Road, The Dead Sea, Swemieh, Jordan","Swemieh, Jordan",https://www.facebook.com/dsante.spa,https://www.instagram.com/dsantespa/,D’Sante Spa,+962 53494000,,,https://www.ihg.com/crowneplaza/hotels/gb/en/swemieh/nscjo/hoteldetail
"1 Barangaroo Avenue, Sydney, Australia","Sydney, Australia",https://www.facebook.com/CrownSydney/,https://www.instagram.com/crownsydney/,Crown Spa Sydney,+61 288716368,,,https://www.crownhotels.com.au/sydney/crown-spa
"Der Öschberghof, Golfplatz 1, D-78166 Donaueschingen","Donaueschingen, Germany",https://www.facebook.com/Oeschberghof,https://www.instagram.com/oeschberghof/,Der Öschberghof Spa,+49 77184548,,,https://www.oeschberghof.com/en/spa-gym/wellness
"Via Borgo Vico 241, Como, Italy","Como, Italy",https://www.facebook.com/HiltonLakeComo/,https://www.instagram.com/hiltonlakecomo/?hl=en,eforea spa and health club at Hilton Lake Como,+39 0313382611,,https://twitter.com/hiltonhotels?lang=en,https://lakecomo-en.eforeaspa.com/
"Hilton Molino Stucky Venice, Giudecca 810, Venice, Italy","Venice, Italy",https://www.facebook.com/hiltonmolinostuckyvenice/,https://www.instagram.com/hiltonvenice/,eforea Spa at Hilton Molino Stucky Venice,+39 0412723414,,https://twitter.com/HiltonVenice,https://eforeaspavenice.com
"Villa del Arco Beach Resort & Spa, Camino Viejo a San José Km. 0.5, Col. El Médano, Cabo San Lucas, Baja California, México","Cabo San Lucas, Mexico",https://www.facebook.com/DesertSpaLosCabos/,https://www.instagram.com/villadelarcocsl/?hl=en,Desert Spa at Villa del Arco,+52 6241457202,,https://twitter.com/VilladelArcoCSL,http://villadelarco.com/desert-spa
"Delaire Graff Estate, Helshoogte Road, Stellenbosch, South Africa","Stellenbosch, South Africa",https://www.facebook.com/DelaireGraff,https://www.instagram.com/delairegraff/,Delaire Graff Spa,+27 218858160,,,https://www.delaire.co.za/spa/
"Hilton Pattaya, 333/101 Moo 9, Nongprue, Banglamung, Chonburi, Thailand","Pattaya City, Thailand",https://www.facebook.com/PattayaHilton/,https://www.instagram.com/hiltonpattaya/,eforea spa at Hilton Pattaya,+66 38253000,,https://twitter.com/HiltonPattaya?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.hilton.com/en/hotels/bkkhphi-hilton-pattaya/
"Hilton Rijeka Costabella Beach Resort & Spa, Opatijska ul. 9, Rijeka, Croatia","Rijeka, Croatia",https://www.facebook.com/hiltonrijekacostabellaresort/,https://www.instagram.com/hiltoncostabellaresort/?hl=en,eforea Spa & Health Club at Hilton Rijeka Costabella Beach Resort & Spa,+385 51600100,,,http://www.hilton.com/en/hotels/rjkochi-hilton-rijeka-costabella-beach-resort-and-spa
"Hilton Queenstown Resort & Spa, 79 Peninsula Road, Kelvin Heights, Queenstown, New Zealand","Queenstown, New Zealand",https://www.facebook.com/hiltonkawarauvillage/?rf=397199807047045,https://www.instagram.com/explore/locations/188924815090482/hilton-queenstown-resort-and-spa/?hl=en,eforea spa at Hilton Queenstown Resort & Spa,+64 34509416,,,https://www.hilton.com/en/hotels/zqnhqhi-hilton-queenstown-resort-and-spa/spa/
"Hilton Salwa Beach Resort & Villas, Salwa Road Exit 84, Learaig Interchange, Abu Samra, Qatar","Abu Samra, Qatar",https://www.facebook.com/hiltonsalwa,https://www.instagram.com/salwabeachresort/?hl=en,eforea Spa at Hilton Salwa Beach Resort & Villas,+974 44236401,,,https://www.hilton.com/en/hotels/dohsbhi-hilton-salwa-beach-resort-villas/?WT.mc_id=zMDEC0QA1HI2NaturalSearch3Google_LGHotelListing4DGGeneric_5LocalSearch6DOHSBHI7EN8i99638
"Swandor Hotels & Resorts Topkapi Palace,","Aksu, Turkey",https://www.facebook.com/SwandorHotelsResortsTopkapiPalace/,https://www.instagram.com/swandortopkapipalace/,Egna SPA at Swandor Topkapı Palace,+90 2424312600,,,http://www.swandorhotels.com/en/hotels/topkapi-palace/
"Viale Ammiraglio Morin, 67, Forte dei Marmi LU, Italy","Forte dei Marmi, Italy",https://www.facebook.com/PrincipeForteDeiMarmi/,https://www.instagram.com/principe_forte_dei_marmi/,Egoista Spa,+39 0584783636,,https://twitter.com/principe_fdm?lang=en,https://www.principefortedeimarmi.com/en/egoista-spa.html
"Ozen Reserve Bolifushi, Bolifushi Island Kaafu Atoll","Kaafu Atoll, Maldives",https://www.facebook.com/elenaspacompany?_rdc=1&_rdr,https://www.instagram.com/elenaspacompany/,ELE | NA Elements of Nature at Ozen Reserve Bolifushi,+960 6642020,,,https://ele-na.com/ele-na/ele-na-elements-of-nature
"EALA My Lakeside Dream, Via IV Novembre, 86, Limone Sul Garda, ","Limone Sul Garda, Italy",https://www.facebook.com/EalaMyLakesideDream,https://www.instagram.com/ealamylakesidedream/,EALA Luxury Spa,+39 0365954613,,,
"Domina Coral Bay, 46619 Sharm El Sheikh, Egypt","Sharm El Sheikh, Egypt",https://www.facebook.com/dominacoralbay.sharm.el.sheikh/,https://www.instagram.com/dominacoralbay,Elisir Spa & Thalasso,+20 6936301510,,,https://www.dominacoralbay.com/
"Akakura Kanko Hotel, 216 Tagiri, Myoko City, Niigata","Niigata, Japan",,https://www.instagram.com/earth_spa_akakura/,Earth Spa by elemental herbology,+81 255872501 ,,,https://www.akr-hotel.com/earth-spa/
"Shima Kanko Hotel The Bay Suite, 731 Shinmei, Ago-cho, Shima-shi, Mie, Japan","Shima, Japan",https://www.facebook.com/tdsosaka/,https://www.instagram.com/the_day_spa_japan/?hl=ja,eau SPA,+81 120880310,,,https://www.thedayspa.jp/location/eau/
"Number One Ballsbridge, Shelbourne Rd, Dublin, Ireland","Dublin, Ireland",https://www.facebook.com/EdenOne.ie,https://www.instagram.com/edenone_ie/,Eden Elements at Eden One,+353 2150640‬ ,,,https://edenone.ie
"Level 4 5 & 6, Dundrum Town Centre, Dundrum, Dublin, Ireland","Dublin, Ireland",https://www.facebook.com/pinkdundrum,https://www.instagram.com/edvardandpink/?hl=en,Edvard & Pink,+353 12165050,,https://twitter.com/edvardandpink,http://www.edvardandpink.ie/
"Eden Health Retreat, 1815 Currumbin Creek Road, Currumbin Valley, Queensland, Australia","Currumbin Valley, Australia",https://www.facebook.com/EdenHealthRetreat,https://www.instagram.com/eden_health_retreat/,Eden Spa,+61 755330333,,,https://edenhealthretreat.com.au/
"Emerald Maldives Resort & Spa, Fasmendhoo Island, Raa Atoll, Maldives","Raa Atoll, Maldives",https://www.facebook.com/EmeraldMaldivesResortSpa/,https://www.instagram.com/emeraldmaldivesresortspa/,Emerald Spa,+960 6582100,,,https://www.emerald-maldives.com/experiences/emerald-spa
"10 Leoforos Alexandras, Athens, Greece","Athens, Greece",https://www.facebook.com/elxisspa.gr/,https://www.instagram.com/elxisspa/?hl=en,Elxis Medical Wellness Spa,+30 2107015392,,,http://www.elxis-spa.gr/
"Conrad Algarve, Estrada da Quinta do Lago, 8135-106 Almancil","Almancil, Portugal",http://facebook.com/ConradAlgarve/,https://www.instagram.com/conradalgarve/,Conrad Spa Algarve,+351 289350830,,https://twitter.com/conradalgarve,https://www.conradalgarve.com/relax/spa
"Conrad Manila, Seaside Boulevard corner Coral Way, Mall of Asia Complex, Pasay City, Philippines","Pasay City, Philippines",https://www.facebook.com/ConradManilaPH,https://instagram.com/conradmanila/,Conrad Spa Manila,+63 286833920,https://www.pinterest.com/conradhotels/,https://twitter.com/ConradManila,https://conradhotels3.hilton.com/en/hotels/philippines/conrad-manila-MNLMBCI/index.html
"10 Gukjegeumyung-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea","Seoul, South Korea",https://www.facebook.com/conradseoul,http://instagram.com/conradseoul,"Conrad Spa, Seoul",+82 261377432,,,https://conradhotels3.hilton.com/en/hotels/south-korea/conrad-seoul-SELCICI/amenities/spas-fitness.html
"Conrad Tulum Riviera Maya, Carretera Cancun Tulum 307 Tulkal Chemuyil, Tulum, Q.R., Mexico","Tulum, Mexico",https://www.facebook.com/ConradTulumRivieraMaya/,https://www.instagram.com/conradtulumrivieramaya/?hl=en,Conrad Spa Tulum,+52 9841951050,,,https://www.hilton.com/en/hotels/cuncici-conrad-tulum-riviera-maya/spa/
"Constance Ephelia Resort, Port Launay, Mahé, Seychelles","Mahé, Seychelles",https://www.facebook.com/constancehotels,https://www.instagram.com/constancehotels/,Constance Spa at Constance Ephelia Seychelles,+248 4395000,,https://twitter.com/constancehotels,https://www.constancehotels.com/en/true-experiences/spa/ephelia/
"Adams Beach Hotel, Nissi Avenue 86, Ayia Napa, Cyprus","Ayia Napa, Cyprus",https://www.facebook.com/AdamsBeachHotelCyprus,https://www.instagram.com/adamsbeachhotel/,Coral Spa – By Adams Beach Hotel,+357 23840181,,,https://www.adams.com.cy/
"Corinthia London, Whitehall Place London, SW1A 2BD","London, United Kingdom",https://www.facebook.com/ESPALifeAtCorinthia,https://www.instagram.com/espalifeatcorinthia,ESPA Life at Corinthia London,+44 2073213050,,,https://www.espalifeatcorinthia.com
"SGAS 616, Ed. Linea Vitta, Block C, Room 224, Coverage South Wing, Federal District, Brazil","Federal District, Brazil",https://www.facebook.com/essenceclinicspa/,https://www.instagram.com/essenceclinicspa/?hl=en,Essence ClinicSPA,+55 6132620413,,,https://www.essenceclinicspa.com.br/
"Nikolay Haytov 3, 1113 g.k. Iztok, Sofia, Bulgaria","Sofia, Bulgaria",https://www.facebook.com/estespa/,https://www.instagram.com/estespa.bg/?hl=en,Este Fitness & Spa,+359 877102277,,,https://www.estespa.bg/
"Mystras,","Sparta, Greece",https://www.facebook.com/EuphoriaRetreat/,https://www.instagram.com/euphoriaretreat/,Euphoria Retreat,+302731306111,,,https://www.euphoriaretreat.com
"Izu Hotel Resort & Spa, 1457-30 Naramoto, Higashiizu, Kamo District, Shizuoka, Japan","Shizuoka, Japan",https://www.facebook.com/tdsosaka/,https://www.instagram.com/thedayspa_home/,Étoile Spa,+81 557225151 ,,,https://www.izu-hotel.com/#spa
"Fairmont Rio de Janeiro Copacabana, Av. Atlântica 4240, Copacabana, Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",https://www.facebook.com/fairmontrjcopacabana/,https://www.instagram.com/fairmontrio/,Fairmont SPA at Fairmont Rio de Janeiro Copacabana,+55 2125251232,,,https://fairmontrio.com/en/fairmont-spa/
"TUI BLUE Oceanis Beach and Spa Resort, Psalidi, Kos, Greece","Kos, Greece",,,Euphoria Spa,+30 2242024641,,,https://www.oceanis-hotel.gr/
"12 route d’Amizmiz, Marrakech, Morocco","Marrakech, Morocco",https://www.facebook.com/FairmontRoyalPalmMarrakech,https://www.instagram.com/fairmontmarrakech/,Fairmont Spa at Fairmont Royal Palm Marrakech,+212 524487872,,,https://www.fairmont.com/marrakech/spa/spa-wellness/
"Fairmont Tazi Palace Tangier, Palais Tazi Ksar Al Mandoub Jamaa Mokrae Quartier Boubana, Tangier, Morocco","Tangier, Morocco",https://facebook.com/FairmontTaziPalaceTanger/,https://www.instagram.com/fairmonttazipalacetangier/,Fairmont SPA at Fairmont Tazi Palace Tangier,+212 539378989,,,https://www.fairmont.com/tangier/spa/fairmont-tazi-palace-spa/
"Farnham Estate Spa & Golf Resort, Coras Point, Cavan, Ireland","Cavan, Ireland",https://www.facebook.com/farnhamestateresort/,https://www.instagram.com/farnhamestate/,Farnham Estate Health Spa,+353 494377700,https://www.pinterest.com/radissonblufarn/,https://twitter.com/farnhamestate,https://www.farnhamestate.ie
"Wattegedara Road, Maharagama, Sri Lanka","Maharagama, Sri Lanka",https://www.facebook.com/frellame/,https://www.instagram.com/frella_wellness/?hl=en,Frella International Pvt Ltd,+94 777537372,,,http://www.frellainternational.com
"Staza Zdravlja 39, Vrdnik, Vojvodina, Serbia","Vojvodina, Serbia",https://www.facebook.com/movenpickfrusketerme/,https://www.instagram.com/movenpickfrusketerme/,Fruske Terme,+381 222155240,,,https://all.accor.com/hotel/C0B0/index.en.shtml
"933 Fernleigh Road, Brooklet, NSW, Australia","Brooklet, Australia",https://www.facebook.com/gaiaretreatandspa/,https://www.instagram.com/gaiaretreat/,Gaia Retreat & Spa,+61 266871216,,https://twitter.com/GaiaRetreat,https://gaiaretreat.com.au/
"Rua Barao De Guarauna 483, Juveve, Curitiba, Brazil","Curitiba, Brazil",https://www.facebook.com/pages/Gaya-Yoga-Spa/143174569031735,https://www.instagram.com/gayabemestar/,Gaya Bem Estar,+55 4130131115,,,https://gayabemestar.com.br/
"25000 Glen Ivy Road, Temescal Valley, Corona, Califorinia, United States of America","Corona, United States of America",https://www.facebook.com/GlenIvyHotSprings,https://www.instagram.com/glenivy_spa/,Glen Ivy Hot Springs,+1 8884536489,https://za.pinterest.com/glenivy/,https://twitter.com/GlenIvySpas,https://www.glenivy.com
"Novinskiy Bul'var, 20 а, стр. 9, Moscow, Russia","Moscow, Russia",https://www.facebook.com/gmtclinic,https://www.instagram.com/gmtclinic/?hl=en,GMTClinic,+7 4992900029,,,https://gmt-clinic.ru/?utm_source=luxuryspaawards.com
"37/10 Soi Langsuan, Phloen Chit Road, Lumpini, Pathumwan, Bangkok","Bangkok, Thailand",https://www.facebook.com/gocohospitality/,https://www.instagram.com/goco_hospitality/,GOCO Hospitality,+66 22526288,,,https://gocohospitality.com/
"Level 29, Alfardan Towers Residential, Al Funduq St. West Bay, Doha, Qatar","Doha, Qatar",https://www.facebook.com/GuerlainSpaAlfardan,https://www.instagram.com/guerlainspa_alfardan/,Guerlain Spa Alfardan,+971 44208660,,,https://alfardanspa.com/
"1300-8 Gora, Hakone-machi, Ashigarashimo-gun, Kanagawa","Kanagawa, Japan",,https://www.instagram.com/gora_karaku/,Gora Spa AIOI,+81 460838505,,,https://www.gora-karaku.jp/spa/
"Grand Hotel Terme, Viale Guglielmo Marconi 7, Sirmione, Italy","Sirmione, Italy",https://www.facebook.com/grandhoteltermesirmione/,https://www.instagram.com/termedisirmionehotels/?hl=it,Grand Hotel Terme Thermal Medical SPA,+39 0309904922,,,http://www.termedisirmione.com/
"The St. Regis Doha, West Bay Doha, Qatar","Doha, Qatar",https://www.facebook.com/stregisdoha/,https://www.instagram.com/stregisdoha/?hl=en,Guerlain Spa at The St. Regis Doha,+974 44460000,,https://twitter.com/StRegisDoha,https://www.marriott.com/en-us/hotels/dohxr-the-st-regis-doha/overview/
"Hardenbergstrasse 28, Berlin, Germany","Berlin, Germany",https://www.facebook.com/pages/Waldorf-Astoria-Berlin/155370821220083,https://instagram.com/waldorfastoriaberlin,Guerlain Spa at Waldorf Astoria Berlin,+49 308140002233,,https://twitter.com/waldorfastoria?lang=en,https://waldorfastoria3.hilton.com/en/hotels/berlin/waldorf-astoria-berlin-BERWAWA/amenities/spas.html
"Waldorf Astoria Amsterdam, Herengracht, Amsterdam, Netherlands","Amsterdam, Netherlands",https://www.facebook.com/WaldorfAstoriaAmsterdam/,https://www.instagram.com/waldorfamsterdam/,Guerlain Spa at Waldorf Astoria Amsterdam,+31 207184625,,,http://www.guerlainspaamsterdam.com/
"192 Syndicate Road, Tallebudgera Valley, Queensland, Australia","Tallebudgera Valley, Australia",https://www.facebook.com/Gwinganna,https://www.instagram.com/gwinganna/,Gwinganna Lifestyle Retreat,+61 755895000,,,https://www.gwinganna.com/
"Thaba Tshwene Game Lodge, Portion 17 of the Farm Buisfontein, Hartebeesfontein","Hartebeesfontein, South Africa",https://www.facebook.com/ThabaTshwene,,Enviro Sanctuary Spa,+27 184312800,,,http://thabatshwene.co.za/enviro-sanctuary-spa/
"Rheinstraße 1, 76275 Ettlingen, Germany","Ettlingen, Germany",https://www.facebook.com/hotelerbprinz,https://www.instagram.com/hotelerbprinz/,Erbprinz Beauty Spa by Jacqueline Frank-Zepf,+49 7243 3220,,,https://www.erbprinz.de/en/erbprinz-beauty-spa
"Emily Resort, 9B Khmelnytskoho St, Lviv-Vynnyky, Ukraine","Vynnyky, Ukraine",https://www.facebook.com/emilyresort,https://www.instagram.com/emily_resort/,Emily Wellness & SPA,+38 0931133559,,,http://spa.emilyresort.com.ua/
"Via Aurelia Orientale, 369, Rapallo GE, Italy","Rapallo, Italy",https://www.facebook.com/grandhotelbristolresortandspa/,https://www.instagram.com/grandhotelbristol/,Erre Spa Bristol,+39 0185273313,,,https://www.rcollectionhotels.it/en/grand-hotel-bristol/erre-spa-relaxing-vacation-rapallo
"Radisson Blu Resort Cam Ranh, D12 Slot A, Nguyen Tat Thanh Highway, Cam Ranh, Vietnam","Cam Ranh, Vietnam",,,ESC spa at Radisson Blu Resort Cam Ranh,+84 2583993666 ,,,https://www.radissonhotels.com/en-us/hotels/radisson-blu-resort-cam-ranh
"Baha Mar, Suite 1, 1 Baha Mar Blvd, Nassau, Bahamas","Nassau, Bahamas",https://www.facebook.com/BahaMarResorts/,https://www.instagram.com/bahamarresorts/,ESPA at Baha Mar,+1 2427887800,,https://twitter.com/bahamarresorts?lang=en,http://bahamar.com/experiences/spa/
Ceresplatsen 1,"Göteborg, Sweden",https://www.facebook.com/hagabadetalvstranden,https://www.instagram.com/hagabadetalvstranden/,Hagabadet Älvstranden,+46 31600600,,,https://www.hagabadet.se/alvstranden/
Östra Larmgatan 4411 06 Göteborg,"Göteborg, Sweden",https://www.facebook.com/Hagabadetdrottningtorget/,https://www.instagram.com/hagabadetdrottningtorget/,Hagabadet Drottningtorget,+46 31600600,,,https://www.hagabadet.se/drottningtorget
"Södra Allégatan 3, Sweden","Göteborg, Sweden",https://www.facebook.com/Hagabadet,https://www.instagram.com/hagabadet/,Hagabadet Haga,+46 31600600,,,https://www.hagabadet.se/haga/
"111 Bloomfield St, Cleveland QLD, Australia","Cleveland , Australia",https://www.facebook.com/HarbourDaySpa/,https://www.instagram.com/harbourdayspa/?hl=en,Harbour Day Spa,+61 738212955,,https://twitter.com/harbourdayspa?lang=en,https://www.harbourdayspa.com.au/
"Yadah Castle, 1522 Sterkfontein Avenue, Doornkloof, Irene, Pretoria, South Africa","Pretoria, South Africa",https://www.facebook.com/HammamSpaTurkishBath,https://www.instagram.com/hammam_spa_sa/,Hammam Turkish Bath & Spa,+27 126709041 ,,https://twitter.com/YadahCastle,https://www.yadahcastle.com/
"The Westin Resort & Spa Ubud, Bali, Jl. Lod Tunduh, Singakerta, Kecamatan Ubud, Kabupaten Gianyar, Bali, Indonesia","Bali, Indonesia",https://www.facebook.com/thewestinubud,https://instagram.com/thewestinubud,Heavenly Spa by Westin™ Ubud,+62 3613018989,,,https://www.marriott.com/en-us/hotels/dpswr-the-westin-resort-and-spa-ubud-bali/experiences/heavenly-spa-by-westin-ubud/
"42 Amuri Avenue, Hanmer Springs, Canterbury, New Zealand","Hanmer Springs, New Zealand",https://www.facebook.com/hanmersprings/,https://www.instagram.com/hanmersprings/,Hanmer Springs Thermal Pools & Spa,+64 33150029,,,https://hanmersprings.co.nz/
"Via Piolet, 1, Breuil-Cervinia, Valtournenche, Aosta, Italy","Cervinia, Italy",https://www.facebook.com/HHermitageCervinia,https://www.instagram.com/hermitagecervinia/,HERMITAGE SPA,+390 166948998,,,https://hotelhermitage.com/en/spa.html
"The Galata Istanbul Hotel - MGallery,","Istanbul, Turkey",https://www.facebook.com/thegalataistanbul,https://www.instagram.com/tarihicesmehamami/,Historical Cesme Hammam,+212 3173400,,,https://www.thegalataistanbul.com/historical-turkish-bath-spa/
"Hormuz Grand Muscat, A Radisson Collection Hotel, ","Muscat, Sultanate of Oman",https://www.facebook.com/RadissonCollectionHotelHormuzGrandMuscat/,https://www.instagram.com/radissoncollectionmuscat/?hl=en,Hormuz Grand Spa,+968 24350500,,,https://www.radissonhotels.com/en-us/hotels/radisson-collection-muscat
"The Lodge Resort, ","Genarp, Sweden",https://www.facebook.com/thelodgeresort/?rf=222031994500104,https://www.instagram.com/thelodgeresort/?hl=en,Honulele Spa at The Lodge,+46 46248905,,,https://www.thelodge.se/en/english/honulele-spa/
"Jeddah Hilton Hotel, North Corniche Road, Ash Shati, Jeddah 21362","Jeddah  , Saudi Arabia",https://www.facebook.com/Hilton/,https://www.instagram.com/HiltonHotels/,Hilton Fitness Spa,+966 920003357,,,https://www.hilton.com/en/hotels/jedhihi-jeddah-hilton-hotel/spa/
"Elounda Lasithi, Greece","Elounda, Greece",https://www.facebook.com/RoyalMarminBay,https://www.instagram.com/royalmarminbay/,Euphoria Spa at Royal Marmin Bay Boutique & Art Hotel,+30 2841042251,,,
"Signiel Seoul, 300 Olympic-ro, Songpa-gu, Seoul","Seoul, South Korea",https://www.facebook.com/signielhotels,https://www.instagram.com/signielhotels/?hl=en,Evian Spa,+82 232131000,,,https://www.lottehotel.com/seoul-signiel/en/facilities/evian-spa.html
Le Méridien Maldives Resort & Spa,"Lhaviyani Atoll, Maldives",https://www.facebook.com/lemeridienmaldives,https://www.instagram.com/explore/locations/102257028220933/le-meridien-maldives-resort-spa/?hl=en,Explore Spa at Le Méridien Maldives Resort & Spa,+960 9300231,,,https://www.marriott.com/en-us/hotels/mlemd-le-meridien-maldives-resort-and-spa/experiences/
"Fairlawns Boutique Hotel & Spa, 1 Alma Road, Morningside Manor, Johannesburg, South Africa","Johannesburg, South Africa",https://www.facebook.com/FairlawnsBoutiqueHotel,https://www.instagram.com/fairlawnsboutiquehotel/,Fairlawns Spa,+27 118042540,,https://twitter.com/fairlawnsboutiq,https://fairlawns.co.za/
"Hong Kong Ocean Park Marriott Hotel, Ground Floor, 180 Wong Chuk Hang Road, Aberdeen, Hong Kong","Hong Kong, Hong Kong",https://www.facebook.com/harnnth/,https://www.instagram.com/harnnofficial/,HARNN Heritage Spa at Hong Kong Ocean Park Marriott Hotel,+852 35551800 ,,,https://www.marriott.com/hotels/hotel-information/fitness-spa-services/hkgop-hong-kong-ocean-park-marriott-hotel/
"Shop 20, Bagatelle Mall, Mauritius","Bagatelle, Mauritius",https://www.facebook.com/faheemhairstylist/,https://www.instagram.com/faheem_barakuth_/?hl=en,FAHEEM BARAKUTH CONCEPT SALON,+230 54451000,,,https://faheembarakuth.com/
"ANA InterContinental Beppu Resort & Spa, 499-18 Oaza, Kannawa, Beppu-shi, Ōita-Prefecture, Japan","Beppu, Japan",https://www.facebook.com/ANAInterContinentalBeppu,https://www.instagram.com/anaintercontinentalbeppu/?hl=en,HARNN Heritage Spa at InterContinental – ANA Beppu Resort & Spa,+81 977661000,,https://twitter.com/ANA_IC_Beppu,https://anaicbeppu.com/en/spa-onsen/
"InterContinental Phu Quoc Long Beach Resort, Bai Truong, Dương Tơ, Ward, tỉnh Kiên Giang, Phú Quốc, Vietnam","Phú Quốc, Vietnam",https://www.facebook.com/InterContinentalPhuQuoc,https://www.instagram.com/intercontinentalphuquoc/,HARNN Heritage Spa at InterContinental Phu Quoc Long Beach Resort,+84 2973978888,,,https://phuquoc.intercontinental.com/spa
"Fairmont Le Montreux Palace, Avenue Claude Nobs 2, Montreux, Switzerland","Montreux, Switzerland",https://www.facebook.com/FairmontLeMontreuxPalace/,https://www.instagram.com/fairmontlemontreuxpalace/,Fairmont Spa at Fairmont Le Montreux Palace,+41 219621700 ,,,https://www.fairmont.com/montreux/
"The Salil Hotel Riverside, 2052/7-9 Charoenkrung,  72/1 Alley, Wat Phrayakrai, Bangkholaem, Bangkok, Thailand","Bangkok, Thailand",https://www.facebook.com/harnnwellnessandhospitality,https://www.instagram.com/harnnwellnessandhospitality/?hl=en,HARNN Heritage Spa Riverside,+66 28448789,,,https://thesalilriverside.com/play/
"Brahman Hills Weddings, Events, Hotel & Spa, Old Curry's Post Road Mount West, Nottingham Road, South Africa","Nottingham Road, South Africa",http://www.facebook.com/brahmanhills,,Healing Earth Wellness at Brahman Hills,+27 332666965,,https://twitter.com/BrahmanHills,https://www.brahmanhills.co.za/spa
"Novotel Phuket Kata Avista, 4/1,4 Leam Sai Road, Karon District, Amphur Muang, 83100 Phuket","Phuket, Thailand",https://www.facebook.com/Novotelphuketkataavistaresortandspa/,https://www.instagram.com/novotelphuketkataavista/,InBalance Spa – Novotel Phuket Kata Avista,+66 76298888,,,https://www.novotelphuketresortkata.com/spa-in-phuket-kata-karon/inbalance-spa/
"Central Tower, Level 12M @CentralWorld, 4, 4/5 Rajdamri Road, Pathumwan, Bangkok, Thailand","Bangkok, Thailand",https://www.facebook.com/harnnth/,https://www.instagram.com/harnnofficial/,HARNN Heritage Spa Krungthep,+66 22525725,,,https://hhspa.harnn.com/
"185A Charles Street, Launceston, Tasmania, Australia","Tasmania, Australia",https://www.facebook.com/insparationsdayspa/,,InSPArations Day Spa,+61 363317888,,,https://www.insparations.com.au
"The St. Regis Dubai, The Palm Island Jumeirah, Dubai, United Arab Emirates","Dubai, United Arab Emirates",https://www.facebook.com/stregisdubaithepalm,https://www.instagram.com/stregisdubaithepalm/,"Iridium Spa at The St. Regis Dubai, The Palm",+971 42180140,,,https://www.marriott.com/en-us/hotels/dxbpx-the-st-regis-dubai-the-palm/experiences/
