description,url
" The Plantation on Crystal River is a perfect Florida golf and spa vacation spot with a variety of activities anyone can savor from spa treatments, to golfing and fishing, swimming with manatees, boating or just plain relaxing – our resort has it all. A hidden gem located on the Nature’s Coast of Florida and the Gulf of Mexico, our beautiful 50-year-old eco-friendly and green luxury resort hotel’s surrounded by the natural springs of Kings Bay. This bay, in Crystal River, is one of the largest aquifers in the state and home to more than 400 West Indian Manatees that migrate each year…
 ",https://www.spaindex.com/listings/hob-knob-inn-spa-marthas-vineyard/
" The Gasparilla Inn & Club is a classic “old Florida” resort located on Gasparilla Island on the Gulf of Mexico.  An Historic Hotel of America serving discriminating guests since 1913, the resort offers 140 luxurious accommodations and a host of fun and appealing activities for families, couples and groups that enjoy “Florida as it was meant to be”, including spa and salon services, boating, fishing, bicycling, tennis and golf. Among treatments offered in the Spa at the Beach Club’s nine treatment rooms are a Swedish massage, stone therapy massage and a seasalt glow. In addition, there is an outdoor, private…
 ",https://www.spaindex.com/listings/oak-haven-resort-spa-smokies/
" Hawks Cay is located midway down the Florida Keys on the tropical 60-acre island of Duck Key, and offers some of the world’s best fishing; exciting water sports; dolphin interaction programs; a saltwater lagoon; five gorgeous swimming pools; and a variety of luxurious accommodations, including guest rooms, suites and villas. Calm Waters Spa provides an exceptional yet unassuming escape where you can indulge in revitalizing island-inspired spa treatments and services. Nourish your skin or pamper yourself with a manicure and pedicure; unwind in a candlelit whirlpool, eucalyptus steam room and dry sauna; or workout. HAWKS CAY RESORT WEBSITE Browse Day…
 ",https://www.spaindex.com/listings/rod-n-reel-resort-chesapeake-beach/
" A full service day spa in historic downtown Frederick, MD.  Verbena Day Spa provides an unforgettable experience of pampering and relaxation. Choose from a variety of specialized spa treatments provided by a group of highly skilled therapists. Our spa services include Nail Care, Body Treatments, Waxing, Facials, Eyelash Extensions, Massages and much more. Whether it’s facials, massages, or nails, enjoy the perfect atmosphere to unwind and de-stress. Enjoy soothing sounds, gentle candlelight, and natural aromas. A wide range of spa treatments are available for both ladies and gentlemen. A visit to Verbena Day Spa will surely leave any guest feeling like…
 ",https://www.spaindex.com/listings/verbena-day-spa/
" An oasis of gentility and charm in the beautiful Rogue River Valley, Ashland Springs Hotel is the premier choice for lodging in Southern Oregon. A two-year restoration project transformed the hotel into a haven of taste and elegance reminiscent of small European hotels. Ashland Springs Hotel combines the charm of a bed and breakfast, the friendliness of a small inn, the feel of a spa resort and the safety and convenience of a hotel. Waterstone Spa and Salon Waterstone Spa & Salon at Ashland Springs Hotel was created with the idea of becoming Southern Oregon’s premier wellness destination. Located next…
 ",https://www.spaindex.com/listings/remington-suite-shreveport/
" The Balch Hotel was built in 1907 by Charles P. Balch, a local rancher and druggist. The bricks used were made on his own ranch. It opened to guests in 1908 and room rates were 50 cents to $1.25, with “hot and cold water in every room, electric lights and steam heat.” The 18-inch thick brick walls keep the building cool during the hot Dufur summers — and still do. Now, the three story brick building, renovated many times over the years but always keeping its historic charm intact, has 20 rooms including a suite on the third floor with…
 ",https://www.spaindex.com/listings/ocean-house-hotel-spa/
" Water’s Edge Resort and Spa is secluded along the beautiful Connecticut shoreline overlooking Long Island Sound, in rustic Westbrook. The perfect New England beach-front resort offering Charm, History, Sandy Beaches, Spacious Rooms, Award Winning Food, Luxury Spa, “The Shops at Waters Edge,” and so much more. Open year round, join us for family vacations, business retreats, and social events. Water’s Edge Resort and Spa is full of possibilities. The sea is the greatest source of riches for your body. It contains all of the trace elements, minerals, and vitamins, which are indispensable to your life, your beauty, and your well-being.…
 ",https://www.spaindex.com/listings/bottleworks-hotel-indianapolis/
" Winvian Cottages, a one of a kind romantic luxury getaway set amidst 113 acres of nature and serenity, was created to recharge and indulge all of the senses in a unique way.   It features 18 individually architecturally designed cottages and The Hadley Suite which complement the Spa, Restaurant and Gordon Brown House. All are nestled on a property that lures you with surprises, warmth and charm. Winvian incorporates whimsy into its accommodations, including a restored helicopter as a guest lodge. The 1968 Sikorsky Sea King Pelican HH3F awaits your arrival in hangar styled cottage. Climb into the cockpit for a flight of…
 ",https://www.spaindex.com/listings/hotel-viking-ri/
" Madden’s on Gull Lake has been offering gracious hospitality to families, vacationers, golfers, and leisure guests for more than 80 years.  Escape to a quiet place among our 1000 acres and miles of Gull Lake shoreline or take in a sporting event or favorite recreational activity. Recreation Madden’s offers more recreational amenities than any other resort in the Midwest. No matter what your sport, we probably can satisfy it here.  At the Tennis & Croquet Club you’ll find tennis courts, USCA-sanctioned carefully manicured croquet lawns, lawn bowling, sand volleyball, horseshoes, badminton, shuffleboard. Madden’s also offers five swimming pools (2 outdoor,…
 ",https://www.spaindex.com/listings/palace-new-york/
" The 10,000 square-foot spa, salon and fitness center, spa blu at Blue Chip Casino Hotel and Spa is the perfect retreat where relaxation and rejuvenation come together. The spa features 9 treatment rooms, individual lounges, steam rooms, whirlpools and water walls. The spa menu includes comprehensive health and beauty treatments along with customizable services that can be unique to each guest. Along with the treatment room, spa blu offers a full service men’s and women’s salon offering hair, manicure, pedicure and make-up services with a private makeover room that can be used for wedding parties and other groups. A fitness…
 ",https://www.spaindex.com/listings/hotel-midtown-chicago/
" Stay at Conrad Indianapolis and discover an inspired wine bar, fine dining, a wellness center and abundant meeting and event space. Located at the most prominent intersection in Indianapolis, this luxury hotel is only 20 minutes from Indianapolis International Airport. Select from guest rooms and luxury suites within its 23-stories. Explore the city without ever having to step outside; a skywalk conveniently connects the hotel to Circle Center Mall, the Indiana Convention Center and hundreds of downtown restaurants and attractions. Conrad Spa offers hair services, bridal packages, massages, nails and more. The spa available for retreats, parties, and special events. …
 ",https://www.spaindex.com/listings/herrington-inn-and-spa-geneva/
" Songbird Prairie Bed and Breakfast Inn is one of Northwest Indiana’s most romantic and restful spa getaways. The Inn offers what everyone loves about a good B and B — comfortable accommodations, a warm atmosphere, and artfully presented wholesome and delicious food — but here, you also get to enjoy relaxing spa treatments from wellness experts. The Inn is nestled in the woods just 6 miles from downtown Valparaiso, and only a short drive from the sandy beaches of the Dunes National Lakeshore.   Birding enthusiasts love the bird watching and walking or biking the Prairie Duneland Trail.  After a day…
 ",https://www.spaindex.com/listings/blue-mountain-mist-country-inn-spa-smokies/
" Gaia’s Cavern is a boutique spa and wellness studio in the heart of historical downtown Jersey City.   The spa offers facials, waxing, foot baths and massage therapy using pure and organic ingredients to soothe and rejuvenate your body and soul. The boutique carries a unique selection of teas, CBD infused products, homemade bath and body care and more. GAIA’S CAVERN Return to Day Spas, Med Spas, Spa Hotels and Spa Resorts in New Jersey
 ",https://www.spaindex.com/listings/homestead-resort-and-spa-michigan/
" Even Keel Wellness Spa has been caring for the guests of the Annapolis community since July 2003.  The spa combines the best of Eastern and Western modalities, offering a full range of therapeutic massage services, skin care, spray tanning, lash extensions and fills, and waxing. Even Keel’s staff works as members of their clients’ health team in concert with doctors, trainers and physical therapists to ensure optimal care is delivered. Exceptional customer service and personalized attention are the hallmarks of this company. From the moment you enter Even Keel, a sense of calm, comfort and, whimsy will embrace you. EVEN…
 ",https://www.spaindex.com/listings/even-keel-wellness-spa-annapolis/
" Pure Beauty & Wellness Spa is  conveniently located in the center of Telluride on Main Street, and offers a full service day spa menu of treatments, including Massage Therapy, Custom and Classic Skin Care, Lash Extensions, Waxing, Bridal & Special Event Professional Make Up Application, Far Infrared Sauna Therapy, Colon Hydrotherapy, Cleansing,  ​Digestive and Nutritional Consultations, and more. Pure Beauty is also home to the Telluride Salt Cave, opened in 2018, offering Himalayan Salt Therapy.  Book a private session in the Salt Cave, or enjoy a group session, a yoga class, a meditation break, or bring your child for inhalation…
 ",https://www.spaindex.com/listings/pure-beauty-wellness-spa-telluride/
" Hand and Stone Massage and Facial Spa provides professional spa experiences at affordable prices seven days a week, at convenient locations across the United States, including this location in San Rafael, Marin County, at the Northgate One Center. Massage Services The professional massage therapists at Hand and Stone offer several choices including Himalayan Salt Stone, Hot Stone, Swedish, Deep Tissue, Sports Massage, and more.  Be sure to ask about our private sanctuaries reserved for Couple’s Massage. Facials The certified Estheticians at Hand and Stone are custom designed for your skin — as unique as you are.  Facials are offered for…
 ",https://www.spaindex.com/listings/hand-stone-san-rafael/
" Our Monterey Day Spa is a heavenly retreat designed to rejuvenate the mind, body and spirit. We utilize traditional treatments handed down from generations of many cultures of healing. Our full-service spa showcases rare treatments designed specifically for your relaxing pleasure and rejuvenation.  We offer a perfect place to escape the stresses of everyday life, where health and beauty treatments from around the world await you in a relaxing and nurturing atmosphere. Relax your mind, Renew your energy, Rejuvenate your body. Our menu includes Skin Care Facials, Chemical Peels, Waxing, Natural Nail Care for Hands and Feet, Massage, Body Treatments, Hydrotherapy and Aromatherapy…
 ",https://www.spaindex.com/listings/monterey-day-spa/
" Tyler Mason, the official salon and spa of the Indianapolis Colts cheerleaders, has been located on the Westside of Indianapolis for over 25 years. Tyler Mason offers the ultimate salon and day spa experience at affordable prices. Also, all technicians at Tyler Mason accept no tips. We value the referrals of your friends and family more than gratuities. Tyler Mason has become a close-to-home retreat for many guests that allows them to escape daily stress by promoting a healthy balance of body, mind and spirit. We strive to exceed each guest’s expectations by insuring each guest is completely satisfied with…
 ",https://www.spaindex.com/listings/tyler-mason-salon-spa-indy/
" The Polished Diamond is a day spa offering nail care, skincare, massage, body scrubs, waxing, spa packages, a hair salon and even a spa café. The Hidden Gem Café is located in the rear of the Spa, with a separate entrance or an entrance inside the Spa so you may join us for lunch before or after your Spa services. The menu items reflect names of gemstones and relate appropriately to the Spa host, The Polished Diamond.  The menu includes a Daily Gem featuring a different homemade entrée each day, as well as everyday favorites and specialties. Enjoy fresh salads,…
 ",https://www.spaindex.com/listings/polished-diamond-abingdon/
" Hand and Stone Massage and Facial Spa provides professional spa experiences at affordable prices seven days a week, at convenient locations across the United States, including this location in Bountiful, Utah, at the Gateway Crossing Shopping Center. Massage Services The professional massage therapists at Hand and Stone offer several choices including Himalayan Salt Stone, Hot Stone, Swedish, Deep Tissue, Sports Massage, and more.  Be sure to ask about our private sanctuaries reserved for Couple’s Massage. Facials The certified Estheticians at Hand and Stone are custom designed for your skin — as unique as you are.  Facials are offered for Men,…
 ",https://www.spaindex.com/listings/hand-stone-bountiful/
" Hand and Stone Massage and Facial Spa provides professional spa experiences at affordable prices seven days a week, at convenient locations across the United States, including this location in Chandler, Arizona, in the Arden Park community. Massage Services The professional massage therapists at Hand and Stone offer several choices including Himalayan Salt Stone, Hot Stone, Swedish, Deep Tissue, Sports Massage, and more.  Be sure to ask about our private sanctuaries reserved for Couple’s Massage. Facials The certified Estheticians at Hand and Stone are custom designed for your skin — as unique as you are.  Facials are offered for Men, Women,…
 ",https://www.spaindex.com/listings/hand-stone-chandler/
" Exhale Spa offers luxurious spa services in a relaxing spa setting.   We specialize in massage therapy, organic European skin care, tanning, waxing or laser hair removal, body treatments, permanent cosmetics, infrared sauna and ozone therapy, and more.  Our popular packages include Couples Massage which includes strawberries and champagne. Our spa is designed specifically with both men and women in mind and our prices are such that all can enjoy. We cater to all so, regardless of gender, all treatments can help calm, restore, rejuvenate, de-stress, anti-age, and heal your mind and body. EXHALE SPA Browse Day Spas, Med Spas, Spa…
 ",https://www.spaindex.com/listings/exhale-spa-lewes/
" In the midst of the bustle and fast-paced rhythm of downtown, right at the heart of TriBeCa, is AIRE Ancient Baths, an oasis of tranquility exclusively designed to balance mind and body. Located at a restored historical building, originally an 1883 textile factory, the AIRE experience consists of an unforgettable journey through sensations across the various baths with water at different temperatures that will transport you to the ancient times of the Roman, Greek and Ottoman traditions. Services include the co-ed Bathing Circuit, private Massage, private Salt Exfoliation, Foot Scrub and Massage, plus Hair Hydration Treatments.   The Ancient Thermal Bath experience…
 ",https://www.spaindex.com/listings/hyatt-regency-tamaya-resort-and-spa/
" The Godfrey Hotel is a boutique hotel specializing in Meetings, Events, and Relaxation Stays. Experience the energy of Chicago from a vibrant new perspective. Centrally located in the River North neighborhood, a short walk from Michigan Avenue and the Magnificent Mile, this luxury boutique hotel offers the perfect Chicago gateway for shopping, dining, museums, nightlife, and more. The hotel is home to Spa Boutique which offers two private treatment rooms.  Services are available daily. Enjoy massage and skincare services by licensed therapists.  While there is no relaxation room or communal spa activities, guests can opt for in-room services for a…
 ",https://www.spaindex.com/listings/pearl-hotel-florida/
" Vanilla Sugar Face and Body is a boutique skin care spa in Peoria Illinois.  Holistic and pure services include custom facials, acne treatment, waxing, lash and brow enhancements, tanning, more.   Request a complimentary 30 minute consultations for custom treatment plans and home care regimens perfect for your skin. The clinic welcomes active and veteran Armed Forces with military discounts and offers all guests Sugar Points — a client loyalty program to bank complimentary services. VANILLA SUGAR FACE & BODY Browse Day Spas, Med Spas, Hotels and Resorts in Illinois
 ",https://www.spaindex.com/listings/riverstone-resort-and-spa/
" Experience a tranquil, transformational environment both memorable and healthful. From beginning to end, the dedicated spa team at Woodhouse Day Spa Montclair ensures that your visit enhances your well-being. You’ll be treated to a warm smile, a luxurious robe, and reflexology sandals. You’ll relax in the spa’s Quiet Room, where a selection of specialty, loose-leaf teas begins your journey to relaxation and rejuvenation. Whether you choose a classic spa manicure, facial, pedicure, or a Woodhouse Signature Service, you will enjoy the tranquil experience and the transformational environment. Every Woodhouse Day Spa holistic treatment begins with a Calming Ritual to ease…
 ",https://www.spaindex.com/listings/resorts-world-catskills/
" Experience a tranquil, transformational environment both memorable and healthful. From beginning to end, the dedicated spa team at Woodhouse Day Spa Summit ensures that your visit enhances your well-being. You’ll be treated to a warm smile, a luxurious robe, and reflexology sandals. You’ll relax in the spa’s Quiet Room, where a selection of specialty, loose-leaf teas begins your journey to relaxation and rejuvenation. Whether you choose a classic spa manicure, facial, pedicure, or a Woodhouse Signature Service, you will enjoy the tranquil experience and the transformational environment. Every Woodhouse Day Spa holistic treatment begins with a Calming Ritual to ease…
 ",https://www.spaindex.com/listings/wind-creek-bethlehem/
" Experience a tranquil, transformational environment both memorable and healthful. From beginning to end, the dedicated spa team at Woodhouse Day Spa Red Bank ensures that your visit enhances your well-being. You’ll be treated to a warm smile, a luxurious robe, and reflexology sandals. You’ll relax in the spa’s Quiet Room, where a selection of specialty, loose-leaf teas begins your journey to relaxation and rejuvenation. Whether you choose a classic spa manicure, facial, pedicure, or a Woodhouse Signature Service, you will enjoy the tranquil experience and the transformational environment. Every Woodhouse Day Spa holistic treatment begins with a Calming Ritual to…
 ",https://www.spaindex.com/listings/wind-creek-wetumpka/
" Cynthea’s Spa offers a mindful spa experience to nourish, heal and support your spirit, heart and mind. We offer a broad range of Massage Therapy, Facials, “Farm to Spa” Body Treatments, Special Occasion Makeup applications and Full Body Waxing for Women and Men. Owner Cynthia Wight Hausman is a former bobsled and luge athlete and found her way to the body business through sports massage. She also earned a reputation for her Brazilian waxes at Stephen & Burns Salon and Spa, where she worked for two years. When her former employers expanded into the spa business, Wight Hausman went for…
 ",https://www.spaindex.com/listings/cyntheas-spa-burlington/
" I believe in health and wellness and know that if massage services were more affordable, more people would incorporate the benefits of massage therapy into their lifestyles, so I decided to create a business that would work to promote healthy bodies inside healthy, green, buildings.” — Founder, Allie T. Mallad Massage Green Spa focuses on giving everyone and anyone the opportunity to experience soothing, relaxing and healing massage therapy at affordable membership pricing. Massage Green make therapeutic massage easily accessible and convenient for virtually anyone wishing to improve the health of their body.  Massage Green also offers European Facials and…
 ",https://www.spaindex.com/listings/massage-green-spa-woodbridge/
" I believe in health and wellness and know that if massage services were more affordable, more people would incorporate the benefits of massage therapy into their lifestyles, so I decided to create a business that would work to promote healthy bodies inside healthy, green, buildings.” — Founder, Allie T. Mallad Massage Green Spa focuses on giving everyone and anyone the opportunity to experience soothing, relaxing and healing massage therapy at affordable membership pricing. Massage Green make therapeutic massage easily accessible and convenient for virtually anyone wishing to improve the health of their body.  Massage Green also offers European Facials and…
 ",https://www.spaindex.com/listings/massage-green-spa-fairfax/
" Celestial Spa on Cloud 9 in Myrtle Beach, SC serves all of Myrtle Beach and North Myrtle Beach in order to help people relax, relieve stress and find lasting relief from their back pain, neck pain, sciatica, headaches, whiplash, carpal tunnel syndrome, and all aches and pains. At Celestial Spa, you will get the “Best Massage Guarantee” as we promise that your massage therapist puts an end to your stress or aches and pains once and for all! Experience Expert Massage Therapists each highly skilled in advanced training in neuromuscular massage, deep tissue massage, trigger point therapy as well as pure…
 ",https://www.spaindex.com/listings/celestial-spa-on-cloud-9/
" The Izba Spa incorporates the traditional Russian Banya (Steam Bath) with therapeutic massage and modern methods of holistic therapies to encourage health, facilitate rehabilitation and reduce stress. One of the most important aims is to overcome sudden or chronic energy blocks and to restore the normal flow of internal energy to the affected part, or to the entire body. The Banya’s heat stress is an effective method of removing fat-stored toxins from the body. The Izba Spa follows high professional health standards by using the most modern and sophisticated equipment to clean and sanitize the facilities. Ultraviolet light (UV) and…
 ",https://www.spaindex.com/listings/izba-spa-denver-co/
" The Best Western Premier Hotel & Spa at Brian Head is located in the beautiful ski resort town of Brian Head, in Southern Utah.    The hotel is surrounded by breathtaking views and magnificent scenery, and is an ideal location for lovers of the great outdoors, skiing, hiking, recreation and relaxation. The Brian Head Ski Resort is famed for its skiing, snowboarding and tubing in the winter months (with a free shuttle to the resort in winter), and in the summer, guests can enjoy endless hiking, mountain biking, and ATV trails as well as great fishing spots. This Brian Head Hotel…
 ",https://www.spaindex.com/listings/best-western-brian-head-utah/
" Welcome to the Iron Mountain Hot Springs Bathhouse.   The perfect Colorado hot springs experience is waiting for you here.  Choose one of 16 different soaking pools — or try them all. Your options include a fresh-water family-friendly pool with an elevated jetted spa. For a calm experience, try one of the soaking pools in a designated “Quiet Zone.” Heated walkways keep paths snow-free in winter; large umbrellas provide shade in summer. All the pools are located on a terraced hillside overlooking the Colorado River with Rocky Mountain views all around. Checking In Your first stop will be at our front desk,…
 ",https://www.spaindex.com/listings/iron-mountain-hot-springs/
" Chapter is a leading aesthetic studio providing evidence-based, non-surgical and cosmetic treatments for people who want to live in the “wow.”  Our team is skilled in the clinical practice of face, body and skin treatments, but we are also visionaries, artists and caring confidantes, who will listen to your goals and help you bring your personal beauty story to life. Our Fargo location offers Face and Body Services, Laser and Injectible Services, and CO2 Lifts, Vaginal Rejuvenation, PRP Skincare, Nutrient IV Therapy, LED Light Therapy, Airbrush Tanning, Brow Threading, and more. CHAPTER AESTHETIC STUDIO
 ",https://www.spaindex.com/listings/wind-creek-hotel-casino-spa-alabama/
" If you’re looking for spa getaway to Oregon with year-round recreation, spectacular mountain views, peace and tranquility, come to Black Butte Ranch. We offer guests 120 Ranch vacation rental homes located throughout our more than 1800 acres, including  private lodge rooms, charming and romantic cabins and family friendly condos or spacious custom homes—just the place for friends and family retreats and reunions. All Black Butte Ranch vacation homes are professionally managed, but privately owned rental homes.  Each home provides its own special view including meadow, golf course and expansive mountain, and allows easy access to many of the amenities offered on…
 ",https://www.spaindex.com/listings/wind-creek-montgomery/
" Owner Malité Bill welcomes guests to her private skin care spa in Bridgeport for expert skin and beauty care.  Malité  has twenty years of experience starting with her studies at Atelier Esthétique skin care school in New York City, and through her services in prominent spas and resorts, including in Maui and California, where she acquired her unique passion for healing arts. Alchemy Skin Spa treatments and services include custom facials for teens and adults, including treatments for dehydration, aging, hyper pigmentation, acne, rosacea, and more; brow and lash enhancements, including grooming and tinting with vegetable tints; and gentle and…
 ",https://www.spaindex.com/listings/peekn-peak-resort-and-spa-clymer/
" Mariposa Aesthetics and Laser Center is an Oklahoma City Med Spa.   It’s team performs a wide variety of services, including lasers and intense pulsed light technology as well as medical procedures like Botox, skin resurfacing, filler injections, hair removal and other non-surgical medical cosmetic procedures. The Laser Services menu is extensive, including Laser Genesis, proven to minimize fine lines, shrink large pores, improve pebbled skin texture and reduce overall redness and flushing; LimeLight facial treatments to target skin redness, tiny veins, brown spots and sun damage; Titan™ enhances your youthful appearance without surgery or injections and tightens skin on your face, arms, abdomen and legs, and Ultherapy uses ultrasound to treat the deep foundation…
 ",https://www.spaindex.com/listings/mariposa-aesthetics-oklahoma-city/
" Berkshire Salon & Day Spa is a full service salon & day spa at 85th & Garnett, inside the Berkshire Medical Plaza. We offer hair cuts, hair color, manicures, pedicures, Shellac, massage, body treatments, facials, and waxing. Berkshire has been serving the community since 2004.  It employs over 30+ team members.  The staff as a whole is passionate about education and always growing in their craft.  Berkshire has an in-house education team that is responsible for teaching monthly classes for their coworkers. It is a place of joy for clients and employees alike, a place of happiness in a busy…
 ",https://www.spaindex.com/listings/berkshire-salon-day-spa-broken-arrow/
" The Grand America Hotel and Spa has a full service Spa and Salon with a complete range of services—soothing facials, healing care for hands, feet, and hair, and treatments designed specifically for men, women, and couples. Our professional staff is skilled at delivering the most advanced techniques designed to produce long-lasting benefits with exceptional results. Our estheticians truly understand the delicate and complex process of skin care. Our qualified massage therapists have a profound knowledge of the body’s natural healing abilities. And our salon technicians are some of the best in Salt Lake City, with training and experience you can…
 ",https://www.spaindex.com/listings/grand-america-hotel-and-spa/
" Juvly Aesthetics is a family of medical spas across the USA, this location in Fort Lauderdale, near the Coral Ridge Country Club. The medi-spas offer a full menu of advanced cosmetic services, accessible pricing (including financing), and an extensively trained staff of experts committed to helping you reach your aesthetic goals. The extensive menu of essential beauty services and products includes CoolSculpting, Botox, Dysport, Juvederm Voluma, Sculptra, Lip Fillers, Restylane Refyne, Restylane Lyft, Cheek Fillers, Kybella, Microneedling, Juvederm Ultra Plus, Sculptra BBL, Laser Hair Reduction, Hand Fillers, Photofacials, Dermaplane, Liquid Nose Jobs, Microblading, PRP for Hairloss, Body Fat Reduction, Facelifts,…
 ",https://www.spaindex.com/listings/juvly-aesthetics-ft-lauderdale/
" At Haven Spa, we believe that beauty is more than skin deep. While we do focus on your skin and improving your overall appearance, the Haven experience is about much more than how you look. It’s about how you feel. Our goal is to treat the mind and body as a whole, to achieve an overall sense of well-being. We are constantly searching the globe for the best in spa treatments, to offer you the best of both worlds: natural healing techniques, and the latest technology. This is your Haven. A tranquil retreat away from the stresses of modern day…
 ",https://www.spaindex.com/listings/haven-spa-rhinebeck/
" Juvly Aesthetics is a family of medical spas across the USA, this location in Vadnais Heights, Minnesota, near St Paul and Minneapolis. The medi-spas and contour clinics offer a full menu of advanced cosmetic services, accessible pricing (including financing), and an extensively trained staff of experts committed to helping you reach your aesthetic goals. The extensive menu of essential beauty services and products includes CoolSculpting, Botox, Dysport, Juvederm Voluma, Sculptra, Lip Fillers, Restylane Refyne, Restylane Lyft, Cheek Fillers, Kybella, Microneedling, Juvederm Ultra Plus, Sculptra BBL, Laser Hair Reduction, Hand Fillers, Photofacials, Dermaplane, Liquid Nose Jobs, Microblading, PRP for Hairloss, Body…
 ",https://www.spaindex.com/listings/juvly-aesthetics-vadnais-heights/
" Anna Wigley, owner of Casa Dolce Spa, is a Sewickley, PA resident with over 15 years of experience in the salon/spa industry. She has earned a Bachelors degree in Marketing from Pennsylvania State University, and combined with her Cosmetology Licensing and experience, has developed her concept of the ideal spa experience. Nail care services consist of a wide array of natural and acrylic techniques, and no electric filing is performed – all filing is performed safely by hand. We also now feature CND Shellac and OPI GelColor, hybrid gel nail polish that lasts longer than standard polish. Regular clientele receive…
 ",https://www.spaindex.com/listings/casa-dolce-spa-sewickley/
" Comfort and luxury are closer than you think – Mystic Lake Casino Hotel & Spa is just 25 minutes southwest of Minneapolis and St. Paul! Mystic Lake’s hotel offers nearly 600 spacious rooms, spa facilities, free valet parking, an indoor pool, and access to the 230,000 sq ft fitness complex, Dakotah Sport and Fitness, including an ice center, bowling lanes, and more. Pamper yourself with a variety of full body treatments or specialty massages available at The Spa at Mystic Lake. Right next door you’ll find the finest in child-care at Playworks or check into Dakota Meadows Campground, with 96…
 ",https://www.spaindex.com/listings/mount-airy-poconos/
" Chase on the Lake is nestled on the shores of Leech Lake, in the heart of downtown Walker, MN.  Historic and unique, it offers elegance and charm, mixed in with the warmth of a 1st class resort venue. Beautiful classic and lake view hotel rooms, along with state of the art and gorgeous multi room condos, ensure a memorable stay at Chase on the Lake.   Special amenities may be enjoyed such as dining in our 502 restaurant, with patio seating; Copper Door Aveda Spa; Chaser’s Bowling Alley and indoor heated pool and hot tub.   ‘ All season outdoor activities are…
 ",https://www.spaindex.com/listings/inn-leola-village/
" The Best Western Premier Lodge on Lake Detroit,  in Detroit Lakes MN, is built for those who expect more when they travel. The Lodge on Lake Detroit offers an abundance of upscale amenities and services to pamper its guests. Providing for comfort as well as style, all rooms at The Lodge come complete with a 32-inch flat panel wall mounted LCD high definition television, upscale triple sheet, high thread count bedding, wet bar, refrigerator, coffee, makeup mirror and free high-speed Internet access. In addition to the lovely atmosphere and beautiful décor, sunset over Big Detroit Lake is one of our…
 ",https://www.spaindex.com/listings/bellevue-philadelphia/
" Ruttger’s Bay Lake Lodge and Spa is a family operated resort, and has been since its doors opened to fishermen in 1898. Today, the award-winning Ruttger’s Bay Lake Lodge welcomes families, golfers, spa enthusiasts, conference attendees, and fishermen.   Lodging Plans The exclusive Bay Lake Plan includes premium lodging, breakfast, lunch, and dinner daily, unlimited golf with cart, beverages, counter food items at Auntie M’s, and all resort activities. Two night minimum.  The Lodge offers 4 cabins which are pet friendly. Salon and Spa The Fine Line Salon & Spa at Ruttger’s is an Aveda Concept Salon and carries a full…
 ",https://www.spaindex.com/listings/paradise-stream-poconos/
" Our Alexandria Minnesota resort hotel is located in a setting of natural splendor and offers outstanding year ’round recreational facilities and service that will exceed your expectations. We are a short and beautiful drive from the Twin Cities of Minneapolis and St. Paul. This Minnesota Resort Hotel is near Carlos Creek Winery and the Minnesota Lakes Maritime Museum and is home to the Big Splash Waterpark and Atikwa Golf Course. Stay with us once — we know you will want to come back again and again. Arrowwood Resort & Conference Center is conveniently located just two hours from the Twin…
 ",https://www.spaindex.com/listings/cove-haven-resort-pa/
" Voted Best Massage in Chattanooga by the readers of the Chattanooga Times Free Press for the ninth consecutive year!  Natural Body Spa Chattanooga contemporary spa offers a Zen environment for spa worshipers. The eye is drawn to a dramatic antique tapestry for an old world look to the space. Light birch shelves housing world-class natural face and body products such as Natural Body’s Spa Basics, Spa Advanced, Jurlique, Eminence, and Aveda, accent the dark chocolate brown wood surroundings. The expansive spa area offers the city’s most exquisite spa services. Natural Body Spa Services Skincare Massage Body Therapies Waxing, Manscaping and Tinting…
 ",https://www.spaindex.com/listings/pocono-palace/
" Voted Best Massage in Chattanooga by the readers of the Chattanooga Times Free Press every year for nearly a decade.  The contemporary Natural Body Spa Riverview Chattanooga  offers a Zen environment for spa worshipers. The eye is drawn to a dramatic antique tapestry for an old world look to the space. Light birch shelves housing world-class natural face and body products such as Natural Body’s Spa Basics, Spa Advanced, Jurlique, Eminence, and Aveda, accent the dark chocolate brown wood surroundings. The expansive spa area offers the city’s most exquisite spa services. Natural Body Spa Services Skincare Massage Body Therapies Waxing,…
 ",https://www.spaindex.com/listings/albuquerque-baths-nm/
" Juvly Aesthetics is a family of medical spas across the USA, this location in Chanhassen, Minnesota, near Rice Marsh Lake Park. The medi-spas and contour clinics offer a full menu of advanced cosmetic services, accessible pricing (including financing), and an extensively trained staff of experts committed to helping you reach your aesthetic goals. The extensive menu of essential beauty services and products includes CoolSculpting, Botox, Dysport, Juvederm Voluma, Sculptra, Lip Fillers, Restylane Refyne, Restylane Lyft, Cheek Fillers, Kybella, Microneedling, Juvederm Ultra Plus, Sculptra BBL, Laser Hair Reduction, Hand Fillers, Photofacials, Dermaplane, Liquid Nose Jobs, Microblading, PRP for Hairloss, Body Fat…
 ",https://www.spaindex.com/listings/juvly-aesthetics-chanhassen/
